Gene	TCGA-3C-AAAU-01A-11R-A41G-13	TCGA-3C-AALI-01A-11R-A41G-13	TCGA-3C-AALJ-01A-31R-A41G-13	TCGA-3C-AALK-01A-11R-A41G-13	TCGA-4H-AAAK-01A-12R-A41G-13	TCGA-5L-AAT0-01A-12R-A41G-13	TCGA-5L-AAT1-01A-12R-A41G-13	TCGA-5T-A9QA-01A-11R-A41G-13	TCGA-A1-A0SB-01A-11R-A143-13	TCGA-A1-A0SD-01A-11R-A114-13	TCGA-A1-A0SF-01A-11R-A143-13	TCGA-A1-A0SG-01A-11R-A143-13	TCGA-A1-A0SI-01A-11R-A143-13	TCGA-A1-A0SN-01A-11R-A143-13	TCGA-A1-A0SQ-01A-21R-A143-13	TCGA-A2-A04N-01A-11R-A114-13	TCGA-A2-A04U-01A-11R-A114-13	TCGA-A2-A04W-01A-31R-A114-13	TCGA-A2-A0CK-01A-11R-A22I-13	TCGA-A2-A0CL-01A-11R-A114-13	TCGA-A2-A0CO-01A-13R-A22I-13	TCGA-A2-A0CR-01A-11R-A22I-13	TCGA-A2-A0CS-01A-11R-A114-13	TCGA-A2-A0CV-01A-31R-A114-13	TCGA-A2-A0CW-01A-21R-A114-13	TCGA-A2-A0D3-01A-11R-A114-13	TCGA-A2-A0EP-01A-52R-A22V-13	TCGA-A2-A0ES-01A-11R-A114-13	TCGA-A2-A0EW-01A-21R-A114-13	TCGA-A2-A0T3-01A-21R-A114-13	TCGA-A2-A1FV-01A-11R-A13P-13	TCGA-A2-A1FW-01A-11R-A13P-13	TCGA-A2-A1FX-01A-11R-A13P-13	TCGA-A2-A1FZ-01A-51R-A14C-13	TCGA-A2-A1G0-01A-11R-A13P-13	TCGA-A2-A1G1-01A-21R-A13P-13	TCGA-A2-A1G4-01A-11R-A13P-13	TCGA-A2-A1G6-01A-11R-A13P-13	TCGA-A2-A259-01A-11R-A16E-13	TCGA-A2-A25A-01A-12R-A16E-13	TCGA-A2-A25B-01A-11R-A168-13	TCGA-A2-A25C-01A-11R-A168-13	TCGA-A2-A25D-01A-12R-A16E-13	TCGA-A2-A25E-01A-11R-A168-13	TCGA-A2-A25F-01A-11R-A168-13	TCGA-A2-A3KC-01A-11R-A214-13	TCGA-A2-A3KD-01A-12R-A214-13	TCGA-A2-A3XS-01A-11R-A22V-13	TCGA-A2-A3XT-01A-11R-A22V-13
hsa-miR-125b-1-3p|MIMAT0004592	0.656164	NA	0.219284	0.948662	0.162172	0.273356	0.4734	0.825381	7.526561	1.948086	0.511488	1.390322	1.650205	0.550768	0.617546	NA	0.751786	1.364952	1.489971	2.083578	2.17502	1.41149	2.127971	2.865162	0.676616	1.147578	2.249283	1.284531	0.690719	1.129776	0.387958	1.008232	0.962187	0.575714	0.856521	6.884723	0.545533	2.44522	2.941407	0.294464	0.622977	NA	0.336459	1.699004	1.976336	1.073778	0.567075	1.245639	0.334197
hsa-miR-128-3p|MIMAT0000424	239.968118	135.285387	197.683693	87.751213	56.273654	77.086366	143.795304	175.255901	123.351995	100.326453	98.972868	86.895165	56.519549	58.932145	116.716163	46.004161	441.674198	159.426369	94.464176	150.910509	157.14501	359.789101	88.576831	75.155455	334.163795	118.583166	207.422987	61.978581	70.453327	68.633872	102.420975	73.348931	89.162548	94.417046	60.527436	118.952683	173.479651	45.236568	50.003922	86.572131	109.643932	412.358542	93.535583	233.613103	345.858688	168.046516	161.80566	173.697518	248.308544
hsa-miR-130a-5p|MIMAT0004593	0.656163	0.629234	0.438566	0.31622	2.270407	0.136678	0.4734	0.550254	13.380555	0.243511	0.383616	NA	1.650204	0.550768	NA	NA	3.383037	1.364952	1.638968	1.488269	0.543755	0.564596	1.861975	1.983574	0.253731	0.382526	0.880155	2.247928	1.381438	1.694664	NA	0.504116	0.320729	1.151428	1.142027	0.764969	11.456202	1.630147	NA	0.147232	2.491908	2.181791	NA	0.849502	NA	0.671112	0.945126	0.96883	1.336789
hsa-miR-130a-3p|MIMAT0000425	21.747111	25.169374	30.480348	70.51719	108.168666	70.11579	63.909024	42.094432	568.67361	73.296752	35.676269	139.032267	51.156379	20.378406	9.880735	17.722914	212.003616	76.71029	98.934089	57.149542	62.123935	76.079374	42.027443	65.457978	27.741261	29.837055	93.980901	176.944033	76.669797	144.046392	38.795823	36.800493	37.525247	48.647808	79.941896	52.782866	265.67481	196.432671	16.667973	24.734896	39.247543	79.63538	35.328188	63.712664	45.455714	70.064123	76.177198	129.961728	53.137359
hsa-miR-132-5p|MIMAT0004594	1.874752	1.415777	1.425341	1.264881	0.973032	0.546712	1.77525	1.375635	16.725693	1.704576	3.196799	5.56129	2.475307	3.029223	1.852638	4.525	3.007144	1.910932	1.191977	4.464809	2.718774	0.846895	2.925961	4.187546	1.099501	3.825261	3.618413	2.247928	6.90719	2.259552	2.715706	2.772639	1.603644	3.454282	0.285507	3.442362	6.546401	9.78088	1.960938	1.030622	4.360839	6.545374	1.009377	11.043527	5.929006	4.026672	1.701227	2.076065	4.344563
hsa-miR-132-3p|MIMAT0000426	107.329489	51.439908	101.089498	57.710256	37.948228	36.219658	82.48998	103.998008	150.949393	45.780034	35.292652	80.638714	25.165639	48.467559	26.55447	23.756246	58.263407	46.135371	64.217761	86.319621	89.311653	50.249086	42.825435	73.612675	107.581965	77.652848	150.701944	74.181618	86.339861	64.114767	76.815729	56.71309	47.467833	52.389946	31.405745	69.229698	94.377293	90.880676	468.664208	55.359053	74.134251	137.452847	70.992834	208.977537	657.131509	117.578874	90.92117	132.176197	119.976805
hsa-miR-133a-3p|MIMAT0000427	5.155568	1.415779	0.219284	0.31622	1.135204	1.776814	0.9468	2.476143	1.254427	5.84426	1.91808	3.475806	1.650206	0.826152	2.470184	0.377083	0.375893	1.09196	2.383953	0.595308	1.087509	0.282298	0.531993	1.542779	0.422885	0.382526	1.17354	2.569062	10.360784	1.41222	4.655498	3.780873	1.924373	3.74214	1.142028	2.294907	4.9098	5.297977	2.941407	1.914011	3.737862	3.272688	0.336459	1.699004	8.89351	0.939556	1.701227	3.044897	1.670986
hsa-miR-135a-5p|MIMAT0000428	0.656163	0.157309	43.089125	5.69197	0.486516	0.68339	0.7101	5.50254	5.435851	2.678619	0.127872	9.037096	0.412551	0.275384	13.586009	NA	NA	0.818971	1.489972	NA	1.223447	1.693789	2.393967	4.848739	0.084577	NA	NA	12.203038	0.690719	8.190874	1.163874	4.789105	8.659672	NA	0.856521	0.382485	106.379031	16.709003	NA	0.588926	NA	1.090896	NA	5.097013	NA	0.53689	2.646354	0.415213	0.334197
hsa-miR-135a-3p|MIMAT0004595	NA	NA	NA	NA	NA	NA	NA	NA	0.418142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.141149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.988168	NA	NA	0.415213	0.334197
hsa-miR-137|MIMAT0000429	0.093738	0.157309	0.219283	NA	NA	NA	0.11835	NA	NA	NA	0.127872	NA	NA	NA	NA	NA	NA	0.27299	0.148997	NA	0.543755	NA	NA	NA	0.084577	NA	0.488975	0.321133	NA	NA	NA	NA	NA	NA	NA	0.382485	NA	0.407537	NA	NA	0.622977	NA	0.336459	NA	NA	0.268445	NA	0.138404	0.334197
hsa-miR-138-5p|MIMAT0000430	0.374951	0.157309	0.328926	0.31622	0.486516	0.136678	0.82845	NA	NA	1.217555	0.767232	NA	NA	NA	NA	0.377083	0.751786	NA	NA	1.48827	0.407816	0.705745	0.265996	0.661191	NA	0.382526	0.880155	1.284532	NA	0.282444	NA	NA	NA	0.287857	0.285507	3.442363	8.183	6.11305	NA	0.294464	NA	NA	NA	NA	0.988168	0.402666	0.189025	0.968829	0.668394
hsa-miR-138-2-3p|MIMAT0004596	NA	0.157309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.412551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-140-5p|MIMAT0000431	31.777028	28.787472	27.958592	30.831507	21.893208	25.285422	28.759061	47.046718	119.170572	35.552578	22.249715	37.538711	21.865227	17.899951	27.172017	8.295832	39.468758	26.480063	33.524352	52.684735	28.275226	25.406841	33.24956	38.349118	31.885535	39.400214	71.194689	52.98687	46.278166	53.099455	48.49478	34.027854	34.638689	38.284961	32.833279	73.81951	104.742429	32.602934	10.78516	36.218953	17.443353	40.363138	42.730284	32.281083	36.562204	22.683595	27.030619	33.35546	56.81353
hsa-miR-140-3p|MIMAT0004597	502.152029	426.935513	742.49249	752.130653	579.926751	862.984589	866.322322	758.800279	1088.424559	491.648312	374.025379	480.356478	260.732522	262.165426	302.597461	478.518696	349.956322	371.812869	803.243486	865.577435	1064.39914	985.079688	338.613535	493.249012	935.760117	377.17098	1971.838592	862.562017	800.543185	394.291695	560.987616	378.843443	755.957297	629.830779	481.649913	311.724876	544.98796	1175.335719	2046.23892	770.020837	474.708389	860.716635	835.091049	633.728632	6329.213991	999.151978	1071.206398	768.421209	1381.905556
hsa-miR-141-5p|MIMAT0004598	1115.664257	487.027393	1037.647509	928.265518	291.422922	451.17392	737.320774	952.764819	1029.884634	777.286483	859.299328	1407.701689	399.762369	3698.6805	1301.169077	226.627058	1896.755744	634.429599	1053.409656	333.372327	905.486932	1038.01061	696.644823	732.38001	1145.764851	1111.239044	344.335847	503.856963	734.924889	787.736061	1086.283076	1980.169072	830.687058	299.946834	523.619406	797.09771	1354.559676	330.919766	225.507883	784.007832	408.672836	334.904951	653.403232	741.615412	49.408385	616.081083	719.997384	937.274573	1625.535341
hsa-miR-141-3p|MIMAT0000432	1529.14057	883.13042	1866.647167	1115.784322	342.669246	564.343266	896.146535	1919.836244	1545.454163	539.132918	530.41274	964.883927	260.319974	767.770177	808.985046	148.193734	2332.039763	646.16818	1557.019931	419.394295	1308.95266	1025.448336	1048.824182	715.850216	2146.73385	1171.29568	575.522995	627.814128	471.070276	1028.09583	1148.356392	2418.750304	698.546878	488.780925	639.820661	4280.001614	4653.400736	381.046778	64.710957	478.944128	211.81214	173.452401	354.627706	566.617959	30.633198	734.331069	860.254158	1317.333046	2471.388536
hsa-miR-142-5p|MIMAT0000433	26.7152	46.406036	71.157361	35.416705	24.163614	56.994707	80.714729	40.168542	15.471266	49.919718	65.85404	50.051617	27.640946	56.729073	45.080848	9.804166	20.298219	43.678456	44.699136	588.759341	41.325331	127.457653	44.953404	76.918633	111.979969	167.546539	303.65317	35.966846	32.463789	62.984993	14.354455	50.663694	34.959419	23.892119	46.537604	200.421886	139.111036	13.041173	39.218762	30.771389	35.509683	22.908808	110.358528	28.883075	143.284315	40.937848	25.329388	127.608852	161.751459
hsa-miR-142-3p|MIMAT0000434	904.661047	1913.973597	1806.12504	1045.425242	748.747708	946.768176	2420.850152	838.311985	840.884286	1794.187593	3944.848842	4474.058318	1896.086534	5190.159434	4011.577749	313.733298	1652.049443	2015.214845	2098.475474	20602.7074	1196.259571	3414.538301	2689.224584	3378.028422	4022.482939	7350.626327	6347.573644	1919.409221	2844.380347	3533.655736	396.493323	1735.924694	1903.20347	2521.91382	1719.036222	5719.673283	5499.523199	738.048885	50.003921	125.294024	907.677318	1217.439494	619.757339	1177.410035	3627.563552	720.371932	549.118506	4247.907738	6473.400407
hsa-miR-143-5p|MIMAT0004599	66.272445	22.023203	36.400992	27.036859	22.055379	11.34427	16.924056	72.083275	544.003212	115.180611	36.059883	94.54194	61.470167	85.093611	67.312497	21.493747	188.698254	162.702254	80.607443	66.674466	38.470621	15.385253	68.095102	105.12948	42.542239	110.167589	59.65489	93.770704	145.050965	149.130383	31.424616	50.915753	18.602258	148.246276	32.262265	133.869578	85.103225	179.723666	0.980469	2.944631	41.739452	83.998963	1.682295	58.615651	69.171739	33.42139	22.494011	115.152458	79.873138
hsa-miR-143-3p|MIMAT0000435	32941.154195	15616.967431	23176.905198	23482.69854	19712.157835	26164.397063	25078.729407	58697.521243	54695.947781	77535.544053	29394.174798	22529.48353	32974.413554	19182.688271	12812.223458	29492.061265	48941.635858	40996.327459	67354.596309	56834.326158	54201.433531	51036.83907	18716.31154	54983.159444	36928.524722	33601.497052	73972.649898	33057.063008	54814.068841	20834.757323	83344.68111	34291.255244	41607.79961	27752.854178	57549.312729	85730.841833	31386.724327	93375.613903	98285.159618	156535.224263	14659.269024	17271.059196	83843.881714	14185.837098	28932.561509	69222.817063	56203.460789	103966.614644	75887.836723
hsa-miR-144-5p|MIMAT0004600	94.487446	19.978192	19.406553	14.229927	20.920177	181.098287	23.196608	47.872099	62.303212	26.055657	13.042937	12.512903	18.564815	21.204557	95.719605	2.2625	9.02143	28.390997	19.965613	22.621694	39.830007	80.454996	11.17185	26.006872	21.228831	18.361264	225.123864	40.462702	28.319475	29.656611	22.501577	6.049396	116.103752	44.329955	79.085374	4.972299	57.281016	21.191906	10.78516	14.281459	16.820376	10.908956	25.907337	71.358183	10.869844	24.428486	361.03833	8.16586	174.785152
hsa-miR-144-3p|MIMAT0000436	10.686079	0.786544	0.767492	0.47433	0.973032	5.877153	0.7101	3.301524	6.690277	0.974044	0.767232	0.695161	0.825102	1.927688	4.322822	NA	0.375893	1.910932	1.638967	1.48827	1.631265	5.928262	1.063986	2.865163	1.776117	2.677684	22.688419	0.642266	0.690719	2.259552	4.26754	NA	3.528016	0.863571	3.711589	1.147454	3.273199	0.407537	NA	0.294464	0.622977	NA	1.009377	0.849502	NA	1.879113	31.3782	1.66085	31.080342
hsa-miR-145-5p|MIMAT0000437	1116.226684	472.555001	641.512634	1006.372003	473.055463	523.066524	546.303802	1550.065549	5185.383413	2131.693567	757.12966	754.945202	620.477402	608.047543	377.320506	271.122885	1476.507446	2612.790743	1045.661804	844.444008	641.358257	549.775812	705.422707	1595.235186	437.009448	820.519017	1378.908105	4386.67056	2668.247034	1878.816876	1622.441366	1440.764562	627.665858	1944.760847	2156.718089	2915.679382	3982.940075	7330.769385	3192.407247	605.121539	1214.181946	4384.309431	411.825723	2408.33871	6798.59364	948.684335	979.340101	1257.127134	905.340303
hsa-miR-145-3p|MIMAT0004601	23.903077	9.910443	22.80544	23.558433	12.487239	17.904812	14.438704	34.941129	170.60208	45.0495	22.761204	15.988711	22.277778	18.726103	20.99656	11.68958	46.610725	49.957234	38.143263	23.81231	30.722121	25.830288	14.895801	53.997321	17.845749	30.602107	40.68268	88.632584	65.618294	44.626138	31.036658	21.424944	26.941204	40.299959	27.979663	40.925846	46.915879	137.747392	27.453133	31.065851	12.459538	42.544929	23.552125	27.18407	30.633198	27.515601	22.11596	46.365471	30.746144
hsa-miR-152-3p|MIMAT0000438	268.558066	599.188415	269.60854	209.812357	263.691526	123.830225	159.299158	153.795996	589.162586	304.632014	176.974742	212.719366	290.436231	220.582464	46.933484	161.014566	400.325975	454.801942	210.681931	195.558588	199.829725	196.47957	600.354092	300.40143	143.611775	236.401285	696.104106	240.849409	349.503753	419.14676	141.604758	164.593992	121.556137	237.481897	127.907031	283.038535	220.395533	290.981174	118.636756	177.119516	252.305638	358.904654	116.751247	287.131741	255.93543	233.278632	280.51355	408.708182	227.588315
hsa-miR-153-3p|MIMAT0000439	2.999601	0.943852	0.328925	1.106772	1.135204	0.68339	1.77525	6.603048	NA	10.227456	2.685312	1.390323	0.825102	1.37692	81.516051	NA	1.879465	3.548874	2.979941	1.785923	2.446895	2.258385	0.265996	2.203972	0.84577	0.765052	1.36913	2.569062	NA	2.259552	150.527795	58.981614	19.885172	0.575714	5.710136	3.442363	12.547269	3.260294	NA	1.914011	0.622977	2.181792	0.672918	0.849502	NA	1.476446	1.512202	2.90649	1.002591
hsa-miR-191-5p|MIMAT0000440	1687.650753	669.505354	653.573203	1771.467703	451.162254	712.365487	727.379371	1271.637018	1672.1513	475.82011	555.731382	1120.600063	503.312788	698.098063	916.438023	193.82081	437.915269	595.391975	421.363861	636.383959	452.40362	445.184316	970.089218	867.263117	1201.585681	1377.859907	399.296582	676.305139	451.730147	808.354466	1413.719833	6770.786859	624.779298	474.963796	1929.169203	1445.026463	8516.323447	475.595279	1104.008158	651.352235	4755.182547	3855.225065	682.675159	4058.921471	2209.542933	334.348143	402.056824	503.238386	1102.51667
hsa-miR-191-3p|MIMAT0001618	8.06143	0.314618	2.850681	1.897322	0.81086	0.956746	1.6569	1.375635	8.780988	1.461066	3.580414	13.208065	1.650205	7.159982	6.793005	4.902084	2.631251	3.002894	2.383953	4.762463	2.446895	1.976087	2.925961	7.273107	6.76616	7.268	1.466925	2.890194	10.360784	3.389328	4.26754	32.011388	0.320729	2.014999	3.426083	7.267207	34.368608	2.852758	4.902345	1.177853	29.279914	28.363286	6.39272	28.033571	17.787018	0.805334	1.701228	4.705748	10.025916
hsa-miR-9-5p|MIMAT0000441	12573.579289	4132.81124	5983.029033	520.340966	148.387298	247.523772	637.906736	151.870108	402.25295	325.573944	808.917788	194.645171	239.6924	431.80188	87.073965	74.285406	1573.111929	931.170121	112.939817	606.023265	282.480386	297.542336	940.29761	675.517524	7321.578648	1149.109151	185.321339	759.157338	1510.602192	1751.717121	8599.482383	3050.156047	15410.367426	213.87764	272.373454	3428.973588	260.765009	699.740441	218.644599	413.867797	403.689021	189.815836	126.172099	100.241258	553.373902	597.82683	490.331641	5964.952683	35081.017763
hsa-miR-9-3p|MIMAT0000442	18.278824	3.618099	9.429175	0.47433	0.324344	0.410034	1.30185	0.550254	0.418142	0.974044	1.150848	NA	NA	0.550768	NA	NA	3.007144	0.545981	0.297994	0.297654	0.543754	0.846894	1.063984	NA	8.711432	1.530105	0.19559	1.284531	NA	1.694664	8.923037	3.024697	7.697488	NA	NA	16.064353	2.182132	1.630148	NA	2.650171	0.622977	NA	NA	NA	4.940838	0.402666	0.567075	9.273094	67.507839
hsa-miR-125a-5p|MIMAT0000443	1172.187996	348.438523	1060.014379	954.353717	1046.333165	531.540557	648.439891	1379.761933	2723.361193	948.231067	690.892004	1516.14686	610.163616	318.8945	1672.931669	522.637441	638.642093	1010.883304	607.759263	460.768179	491.282057	391.547651	1017.170603	1026.830718	904.635777	965.496505	487.409788	1267.189021	929.707615	924.156468	1005.97572	2158.878321	741.203779	1108.248856	1424.678751	524.386257	4781.601114	2380.829151	1636.402855	444.786415	2394.100159	4648.306168	414.180937	3101.532501	5271.874573	597.558384	468.026652	709.460936	423.093696
hsa-miR-125a-3p|MIMAT0004602	5.81173	1.10116	7.565267	4.110868	4.21647	1.640136	1.8936	9.079191	4.181423	6.574792	2.301695	2.780645	0.825103	0.275384	2.470184	1.508333	1.503572	4.094855	5.810888	3.869502	3.262527	5.363666	3.723949	3.526355	2.452733	2.677684	6.650054	2.569061	2.072157	6.778655	5.431415	7.309687	1.924372	4.029997	1.142028	3.824846	13.092802	3.260294	12.746098	4.416945	11.213584	17.45433	9.75731	16.990044	9.881677	3.489784	3.21343	8.857882	5.347155
hsa-miR-125b-2-3p|MIMAT0004603	2.062227	6.606963	6.35921	19.763788	19.784974	14.077829	20.001156	4.126905	53.940363	18.506825	24.039923	13.903226	18.977364	9.087669	4.322822	19.231248	3.75893	32.212862	27.266472	16.07331	35.751848	28.512118	14.8958	34.161569	19.791021	12.623369	42.931965	44.316291	33.154508	14.969529	10.086913	13.863201	11.54623	21.301407	26.266624	9.562114	11.456201	72.949063	59.808611	20.170721	11.836562	29.454183	8.411474	11.043528	50.396551	34.226724	34.780655	39.860465	19.383439
hsa-miR-126-5p|MIMAT0000444	119.60911	84.002787	138.038696	125.065239	55.300622	106.062091	100.952587	194.514792	130.87856	269.566459	192.958733	198.81614	83.335396	153.113423	151.916276	26.772913	263.500946	119.842766	337.180488	407.488139	401.834467	282.298234	190.45349	462.613794	184.969936	310.611394	537.871957	534.364557	322.565718	449.085816	401.924736	205.931533	226.113658	361.548201	630.113427	436.032337	979.232626	227.405456	29.414071	93.786478	65.412574	81.817171	132.564817	139.318359	85.970589	250.727551	240.251162	438.326722	458.184406
hsa-miR-126-3p|MIMAT0000445	3352.148336	2333.672911	2093.276223	1921.830588	840.53701	1151.648424	2346.526325	3236.86922	1741.981074	3970.443634	1902.606351	2400.392071	1240.129703	1975.052978	1657.493025	229.643724	3531.890005	2177.644106	3497.409459	6241.206191	2790.139507	1581.011264	1965.714109	4275.485961	2115.778661	3479.842197	3808.133448	6532.157093	4249.993265	6011.536141	6019.560077	3881.19187	1194.072551	5445.963659	2814.525673	5572.41675	7479.264266	3403.746159	626.519727	965.544292	2743.590192	5881.0182	1130.165529	4303.578102	2562.318796	1737.643951	1968.131466	3165.862167	2946.282807
hsa-miR-127-5p|MIMAT0004604	97.674524	184.837592	127.184185	321.122	302.28844	124.240259	283.566704	140.865026	2171.831421	375.250148	301.521997	297.529048	707.938314	333.765228	109.92316	598.431181	304.849169	931.170121	258.659004	382.782867	137.70579	138.749581	448.736087	584.93426	226.83556	387.499192	462.863268	669.240223	866.161476	641.430116	126.086428	201.898604	84.993078	407.317436	216.985142	264.296794	180.571587	472.742524	19.609381	36.366186	193.122835	265.087632	25.907338	190.288491	200.59804	187.240328	213.409569	281.79135	283.065055
hsa-miR-127-3p|MIMAT0000446	116.047081	292.908594	413.458237	896.485348	599.063036	439.556294	674.003501	258.344257	1348.09097	646.764692	630.536455	580.45971	953.818987	432.62803	173.530382	1203.27278	463.100094	1232.551479	676.893927	671.804766	672.352253	870.748905	659.671311	911.342566	554.317771	472.802567	2519.294447	1200.393452	1139.686151	480.719532	363.128914	269.702253	463.773546	546.64015	412.84278	295.278039	169.115381	1243.801879	1532.473135	637.070777	780.590034	994.89679	389.282976	679.601752	3632.504392	904.793592	825.851554	780.323989	780.01634
hsa-miR-129-2-3p|MIMAT0004605	0.281213	NA	NA	0.15811	NA	NA	0.11835	NA	0.418142	0.487022	NA	NA	NA	NA	NA	NA	0.751786	NA	NA	0.595308	0.135939	NA	0.265996	0.220397	0.169154	NA	NA	NA	0.690719	0.564888	0.775916	NA	0.320729	NA	NA	NA	NA	2.037683	NA	NA	NA	NA	NA	NA	1.976336	NA	NA	1.522449	0.334197
hsa-miR-134-5p|MIMAT0000447	71.240535	140.161953	122.250314	242.541187	230.9328	125.333682	294.218209	130.135073	1523.292617	491.648311	343.71973	405.974216	648.530902	332.939075	145.740818	857.110319	405.964369	1079.949865	193.398264	476.543835	197.110952	224.427096	428.786353	645.763896	164.925184	404.33035	641.827937	954.727059	1109.98524	503.032601	226.567613	289.866907	257.54506	590.394391	292.92994	492.257557	231.851734	403.868829	305.906346	142.225647	678.421825	875.989169	136.938782	398.416527	927.889451	192.34078	237.982857	257.847388	239.953613
hsa-miR-136-5p|MIMAT0000448	9.373756	20.450118	14.582327	24.981426	33.89393	10.250847	23.196609	15.407112	339.113452	24.594591	35.036909	26.41613	80.860084	31.118375	20.379014	12.443749	39.092866	72.342443	46.338103	42.564503	19.167341	29.923612	39.101483	71.408701	27.994992	34.044843	67.576279	55.234797	67.690452	69.198759	8.53508	24.449643	13.470601	36.269963	14.846353	29.833792	23.457938	123.07607	1.960938	2.061241	13.082516	13.090748	0.672918	7.645519	11.858013	29.528939	36.859935	56.884207	55.476741
hsa-miR-136-3p|MIMAT0004606	4.030715	3.146172	6.797777	11.700162	12.811583	4.920406	8.047803	7.428429	28.43368	5.60075	8.695292	3.475806	15.264402	6.33383	1.235092	3.016666	7.51786	11.465593	27.86246	3.571847	16.720448	33.734637	6.117917	10.138271	6.935315	2.677684	63.46889	10.918507	13.814378	7.90843	3.491623	4.032931	4.810931	8.34785	8.279698	4.9723	1.6366	33.418007	NA	4.122485	0.622977	2.181792	2.691672	0.849502	5.929006	21.744035	25.70744	29.61854	21.054424
hsa-miR-138-1-3p|MIMAT0004607	NA	NA	NA	0.316221	NA	0.136678	NA	NA	NA	NA	0.255744	0.695161	NA	NA	NA	NA	NA	NA	NA	0.595308	NA	NA	0.265996	NA	NA	NA	0.097795	NA	NA	0.282444	NA	NA	NA	NA	0.285507	0.382485	NA	0.815074	NA	NA	NA	NA	NA	NA	0.988168	NA	NA	0.138404	NA
hsa-miR-146a-5p|MIMAT0000449	33.089355	50.967984	79.380475	95.182396	62.436186	89.524059	114.089441	37.692399	901.514929	93.99517	133.242545	76.467745	54.869344	90.325904	13.586009	45.627079	1005.137707	51.595176	72.710595	393.79606	93.933564	241.929586	135.392213	67.66195	116.462551	143.44738	338.468154	70.32803	80.81411	54.229232	26.769117	81.414792	147.214425	88.372052	110.491119	410.023395	257.491809	67.243548	183.347714	117.932449	78.495089	76.362693	275.896319	90.047231	428.864773	33.152945	41.018492	336.045875	440.806146
hsa-miR-146a-3p|MIMAT0004608	1.218589	NA	1.315699	NA	NA	NA	NA	NA	38.887238	NA	1.534464	NA	0.412551	NA	NA	NA	NA	NA	1.042979	5.35777	NA	NA	NA	2.424368	NA	NA	1.9559	NA	1.381438	4.801548	NA	NA	NA	1.439285	0.285507	NA	3.818733	0.407537	1.960938	NA	1.245954	NA	0.672918	2.548506	12.84618	NA	NA	NA	33.753921
hsa-miR-149-5p|MIMAT0000450	58.585965	310.212538	24.340421	313.690816	64.706591	49.204063	5.562452	44.02032	30.524391	202.357478	74.165717	606.875841	36.304529	55.902922	383.495966	95.402071	32.326792	60.60386	142.44125	36.313771	264.672429	24.559947	308.555934	151.853695	125.173985	297.222972	40.780474	344.57522	71.144045	104.504246	1078.911868	970.928113	10.263315	181.061957	421.407983	68.082243	751.745161	91.288213	214.722722	11.042364	1645.904925	278.178379	40.038612	1184.206054	41.503043	51.407202	75.043046	77.229654	21.72282
hsa-miR-149-3p|MIMAT0004609	0.937376	1.573086	0.109642	1.264882	0.162172	0.273356	NA	NA	NA	2.191598	NA	1.390323	0.825103	0.275384	2.470184	1.508333	0.375893	1.091961	0.595988	0.297654	1.631264	0.141149	0.531993	NA	1.860694	1.530105	0.19559	0.321133	NA	NA	3.879582	5.041164	NA	1.151428	0.856521	0.76497	8.728534	1.22261	0.980469	NA	3.737862	3.272688	NA	11.043528	0.988168	0.268445	1.323177	0.138404	NA
hsa-miR-150-5p|MIMAT0000451	297.522969	809.352689	1124.593244	565.876733	198.498417	813.780528	908.336587	203.593984	151.785676	628.501381	1532.161387	1787.259776	551.99386	1323.494786	389.053878	203.247892	69.540194	248.421227	667.358112	8761.143793	1461.883569	3106.127479	114.910485	835.966711	1756.495492	1355.673382	6556.561348	1133.597885	1081.665766	1159.997131	119.879097	468.576156	526.95708	637.315057	492.784675	1043.417732	1154.894416	408.759269	3411.051848	457.301095	925.120671	4637.39721	2106.232869	4067.416494	35902.108157	434.075431	365.763964	2311.076613	1457.099936
hsa-miR-150-3p|MIMAT0004610	1.031114	0.943852	3.069963	1.422992	0.324344	0.136678	3.077101	0.550254	NA	2.191598	2.941055	4.170968	2.062757	1.927687	0.617546	NA	NA	1.091961	2.979942	21.728732	3.670342	4.516771	0.265996	4.187547	2.114425	8.415578	10.855235	2.890193	1.381438	1.694664	NA	2.016465	0.962186	4.893566	2.284055	4.972299	3.2732	1.22261	5.882814	1.177853	3.737862	11.999852	6.39272	16.14054	91.899596	1.744891	1.323176	5.120961	1.670986
hsa-miR-154-5p|MIMAT0000452	1.124851	2.831555	2.08319	6.482522	3.567782	3.143593	2.603701	2.75127	27.179253	5.600748	4.60339	6.951613	7.838478	3.029223	NA	0.754166	5.262501	12.284566	6.406876	5.655424	3.806281	4.79907	9.043879	7.273109	1.184078	3.442736	13.397902	15.735495	9.670064	7.625986	1.163874	5.041164	1.603643	5.757137	7.137669	7.649691	6.546401	17.524077	3.921876	0.883389	5.606792	4.363583	0.336459	7.64552	4.940838	4.697786	4.536607	4.013728	5.347156
